"Object Number","Is Highlight","Is Timeline Work","Is Public Domain","Object ID","Gallery Number","Department","AccessionYear","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Constituent ID","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Artist Gender","Artist ULAN URL","Artist Wikidata URL","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Object Wikidata URL","Metadata Date","Repository","Tags","Tags AAT URL","Tags Wikidata URL","primaryImage","primaryImageSmall","hasImage","fetchedAt"
"29.100.529","False","False","True","45649","","Asian Art","1929","Hanging scroll","","Japan","Edo period (1615–1868)","","","","1276","Artist","In the Style of","Sesshū Tōyō 雪舟等楊","Japanese, 1420–1506"," ","Sesshū Tōyō","Japanese","1420      ","1506      ","","http://vocab.getty.edu/page/ulan/500121053","https://www.wikidata.org/wiki/Q48514","17th century","1615","1699","Hanging scroll; ink on paper","Image: 33 1/4 × 11 3/4 in. (84.5 × 29.8 cm)
Overall with mounting: 64 3/4 × 16 in. (164.5 × 40.6 cm)
Overall with knobs: 64 3/4 × 17 1/4 in. (164.5 × 43.8 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45649","https://www.wikidata.org/wiki/Q78844936","","Metropolitan Museum of Art, New York, NY","Mountains|Pavilions|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300002660|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q276173|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/LC-29_100_529_jps-011.jpg","https://images.metmuseum.org/CRDImages/as/web-large/LC-29_100_529_jps-011.jpg","True","2025-09-07T16:20:03.710Z"
"1981.285.15","False","False","True","45650","","Asian Art","1981","Handscroll","元/明   趙原   倣燕文貴范寬山水圖 元/明   沈巽竹石   合卷|Landscape","China","Yuan (1271–1368) or Ming (1368–1644) dynasty","","","","1196","Artist"," ","Zhao Yuan","Chinese, active ca. 1350–75"," ","Zhao Yuan","Chinese","1350      ","1350      ","","(not assigned)","https://www.wikidata.org/wiki/Q3575400","late 14th century","1367","1399","Handscroll; ink on paper","Image: 9 13/16 x 30 1/2 in. (24.9 x 77.5 cm)
Overall with mounting: 10 1/8 x 347 5/16 in. (25.7 x 882.2 cm)","Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45650","https://www.wikidata.org/wiki/Q78844877","","Metropolitan Museum of Art, New York, NY","Mountains|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/DP157322_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP157322_CRD.jpg","True","2025-09-07T16:20:06.100Z"
"29.100.496","False","False","True","45651","","Asian Art","1929","Screen","","Japan","Edo period (1615–1868)","","","","1180","Artist","Attributed to","Sesson Shūkei","ca. 1504–ca. 1589"," ","Sesson Shūkei","Japanese","1504      ","1589      ","","http://vocab.getty.edu/page/ulan/500121057","https://www.wikidata.org/wiki/Q3480606","17th century","1600","1699","Two-panel folding screen; ink on paper","59 1/4 × 66 7/16 in. (150.5 × 168.8 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45651","","","Metropolitan Museum of Art, New York, NY","Monkeys|Trees","http://vocab.getty.edu/page/aat/300250028|http://vocab.getty.edu/page/aat/300132410","https://www.wikidata.org/wiki/Q1367|https://www.wikidata.org/wiki/Q10884","https://images.metmuseum.org/CRDImages/as/original/DP-27190-001.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP-27190-001.jpg","True","2025-09-07T16:20:08.292Z"
"1973.121.4","False","True","True","45652","","Asian Art","1973","Handscroll","元   方從義  雲山圖    卷|Cloudy Mountains","China","Yuan (1271–1368)","","","","1196","Artist"," ","Fang Congyi","Chinese, ca. 1301–after 1378"," ","Fang Congyi","Chinese","1301      ","1399      ","","http://vocab.getty.edu/page/ulan/500125637","https://www.wikidata.org/wiki/Q3066387","ca. 1360–70","1360","1370","Handscroll; ink and color on paper","Image: 10 3/8 × 57 in. (26.4 × 144.8 cm)
Overall with mounting: 10 5/8 in. × 28 ft. 1/4 in. (27 × 854.1 cm)","Ex coll.: C. C. Wang Family, Purchase, Gift of J. Pierpont Morgan, by exchange, 1973
","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45652","https://www.wikidata.org/wiki/Q78844838","","Metropolitan Museum of Art, New York, NY","Mountains|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/DP213279_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP213279_CRD.jpg","True","2025-09-07T16:20:10.859Z"
"14.76.67a–l","False","False","True","45653","","Asian Art","1914","Screen","","Japan","Edo (1615–1868)–Meji period (1868–1912","","","","1276","Artist","After","Soga Chokuan","Japanese, active ca. 1596–1615"," ","Soga Chokuan","Japanese","1596      ","1615      ","","http://vocab.getty.edu/page/ulan/500330298","https://www.wikidata.org/wiki/Q11515285","probably 19th century","1800","1899","Six-panel folding screen; ink and color on paper","Image (each panel): 50 1/4 × 21 3/8 in. (127.6 × 54.3 cm)","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45653","","","Metropolitan Museum of Art, New York, NY","Hawks","http://vocab.getty.edu/page/aat/300379800","https://www.wikidata.org/wiki/Q846664","https://images.metmuseum.org/CRDImages/as/original/DP-27189-001.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP-27189-001.jpg","True","2025-09-07T16:20:13.062Z"
"25.215.53","False","False","True","45654","","Asian Art","1925","Screen","","Japan","Edo period (1615–1868)","","","","1548","Artist"," ","Kano School"," "," ","Kano School"," ","          ","          ","","","","17th century","1600","1699","Two-panel folding screen; ink, color, and gold on paper (obverse); ink and color on paper (reverse side)","22 x 73 1/2 in. (55.9 x 186.7 cm)","Fletcher Fund, 1925","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45654","","","Metropolitan Museum of Art, New York, NY","Trees|Buildings","http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300004789","https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q41176","https://images.metmuseum.org/CRDImages/as/original/25_215_53.JPG","https://images.metmuseum.org/CRDImages/as/web-large/25_215_53.JPG","True","2025-09-07T16:20:15.268Z"
"12.37.134","False","False","True","45655","","Asian Art","1912","Hanging scroll","元/明  呂敬甫  花蝶圖  軸 	|Flowers","China","Ming dynasty (1368–1644)","","","","1196","Artist","Attributed to","Lü Jingfu","Chinese, active late 14th century"," ","Lü Jingfu","Chinese","1367      ","1399      ","","","","14th century","1368","1399","Hanging scroll; ink and color on silk","40 x 20 7/8 in. (101.6 x 53 cm)","Rogers Fund, 1912","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45655","https://www.wikidata.org/wiki/Q78844768","","Metropolitan Museum of Art, New York, NY","Butterflies|Flowers","http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300132399","https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q506","https://images.metmuseum.org/CRDImages/as/original/DT235402.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DT235402.jpg","True","2025-09-07T16:20:17.613Z"
"1987.150","False","False","True","45656","","Asian Art","1987","Hanging scroll","元末明初    佚名    絹本設色    嬰戯圖  軸|Children playing in the palace garden","China","late Yuan (1271–1368)–early Ming (1368–1644) dynasty","","","","3750","Artist"," ","Unidentified artist"," ","Chinese, active late 13th–15th century","Unidentified artist"," ","          ","          ","","","","late 13th–15th century","1271","1499","Hanging scroll; ink and color on silk","Image: 54 7/8 x 30 in. (139.4 x 76.2 cm)
Overall with mounting: 113 1/2 x 36 1/2 in. (288.3 x 92.7 cm)
Overall with knobs: 113 1/2 x 39 in. (288.3 x 99.1 cm)","Purchase, The Dillon Fund Gift, 1987","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45656","https://www.wikidata.org/wiki/Q78844702","","Metropolitan Museum of Art, New York, NY","Gardens|Children|Playing|Toys|Games","http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300025945| |http://vocab.getty.edu/page/aat/300211037|http://vocab.getty.edu/page/aat/300069657","https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q1150958|https://www.wikidata.org/wiki/Q11422|https://www.wikidata.org/wiki/Q11410","https://images.metmuseum.org/CRDImages/as/original/DT4560.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DT4560.jpg","True","2025-09-07T16:20:19.900Z"
"1981.285.16","False","False","True","45658","","Asian Art","1981","Handscroll","元/明   趙原   倣燕文貴范寬山水圖  元/明   沈巽竹石   合卷|Bamboo grove","China","Yuan (1271–1368) or Ming (1368–1644) dynasty","","","","1196","Artist"," ","Shen Xun","(active ca. 1370–1400)"," ","Shen Xun","Chinese","1370      ","1400      ","","","","late 14th century","1367","1399","Handscroll; ink and color on paper","Image: 9 13/16 x 25 in. (24.9 x 63.5 cm)
Overall with mounting: 10 1/8 x 347 5/16 in. (25.7 x 882.2 cm)","Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45658","https://www.wikidata.org/wiki/Q78844641","","Metropolitan Museum of Art, New York, NY","Bamboo","http://vocab.getty.edu/page/aat/300311500","https://www.wikidata.org/wiki/Q670887","https://images.metmuseum.org/CRDImages/as/original/DP157262_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP157262_CRD.jpg","True","2025-09-07T16:20:22.190Z"
"1984.475.3","False","True","True","45659","","Asian Art","1984","Hanging scroll","元/明   吳伯理   流水松風圖   軸|Dragon pine","China","Ming dynasty (1368–1644)","","","","1196","Artist"," ","Wu Boli","Chinese, active late 14th–early 15th century"," ","Wu Boli","Chinese","1350      ","1450      ","","","","late 14th–early 15th century","1390","1410","Hanging scroll; ink on paper","Image: 48 x 13 1/4 in. (121.9 x 33.7 cm)
Overall with mounting: 100 x 18 5/8 in. (254 x 47.3 cm)
Overall with knobs: 100 x 21 in. (254 x 53.3 cm)","Edward Elliott Family Collection, Gift of Douglas Dillon, 1984","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45659","https://www.wikidata.org/wiki/Q78844578","","Metropolitan Museum of Art, New York, NY","Trees","http://vocab.getty.edu/page/aat/300132410","https://www.wikidata.org/wiki/Q10884","https://images.metmuseum.org/CRDImages/as/original/DP235489.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP235489.jpg","True","2025-09-07T16:20:24.532Z"
"1982.2.3","False","False","True","45661","","Asian Art","1982","Handscroll","明    王紱    江山漁樂圖    卷|Joys of the Fisherman","China","Ming dynasty (1368–1644)","","","","1197","Artist"," ","Wang Fu","Chinese, 1362–1416"," ","Wang Fu","Chinese","1362      ","1416      ","","http://vocab.getty.edu/page/ulan/500327901","https://www.wikidata.org/wiki/Q2311429","ca. 1410","1400","1420","Handscroll; ink on paper","Image: 10 5/8 x 22 ft. 7 1/8 in. (27 x 688.7 cm)
Overall with mounting: 10 15/16 in. x 38 ft. 3 11/16 in. (27.8 x 1167.6 cm)","Ex coll.: C. C. Wang Family, Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45661","https://www.wikidata.org/wiki/Q78844534","","Metropolitan Museum of Art, New York, NY","Men|Fishing|Landscapes|Boats","http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239470|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300178749","https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q14373|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35872","https://images.metmuseum.org/CRDImages/as/original/DP236609_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP236609_CRD.jpg","True","2025-09-07T16:20:26.855Z"
"47.18.44","False","False","True","45662","","Asian Art","1947","Fan mounted as an album leaf","元/明   佚名  古木竹禽圖   團扇|Old Tree, Bamboo, and Birds","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," ","Chinese, late 14th–early 15th century","Unidentified artist"," ","          ","          ","","","","late 14th–early 15th century","1367","1433","Fan mounted as an album leaf; ink and color on silk","Image: 9 15/16 x 10 1/8 in. (25.2 x 25.7 cm)","From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45662","https://www.wikidata.org/wiki/Q78844459","","Metropolitan Museum of Art, New York, NY","Birds|Trees","http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132410","https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q10884","https://images.metmuseum.org/CRDImages/as/original/DP153534.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153534.jpg","True","2025-09-07T16:20:30.087Z"
"52.186","False","False","True","45663","","Asian Art","1952","Album leaf","明  佚名  溪鹿圖  冊頁|Deer by a Pine Stream","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," "," ","Unidentified artist"," ","          ","          ","","","","early 15th century","1400","1433","Album leaf; ink and color on silk","Image: 9 1/2 x 10 1/4 in. (24.1 x 26 cm)
Overall with mounting: 44 1/2 x 15 1/2 in. (113 x 39.4 cm)","Gift of Edgar Worch, 1952","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45663","https://www.wikidata.org/wiki/Q78844398","","Metropolitan Museum of Art, New York, NY","Birds|Deer","http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300250308","https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q685795","https://images.metmuseum.org/CRDImages/as/original/DP153535.jpg ","https://images.metmuseum.org/CRDImages/as/web-large/DP153535.jpg ","True","2025-09-07T16:20:32.462Z"
"1989.363.42","False","False","True","45664","","Asian Art","1989","Fan mounted as an album leaf","明	佚名	樓觀松風圖	團扇|Palaces among Autumn Mountains","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," ","Chinese, active early 15th century","Unidentified artist"," ","          ","          ","","","","","1400","1433","Round fan mounted as an album leaf; ink, color, and gold on silk","Image: 9 1/2 x 10 1/16 in. (24.1 x 25.6 cm)","Bequest of John M. Crawford Jr., 1988","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45664","https://www.wikidata.org/wiki/Q78844326","","Metropolitan Museum of Art, New York, NY","Landscapes|Palaces|Mountains","http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300005734|http://vocab.getty.edu/page/aat/300008795","https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q16560|https://www.wikidata.org/wiki/Q8502","https://images.metmuseum.org/CRDImages/as/original/DP153536.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153536.jpg","True","2025-09-07T16:20:34.712Z"
"1989.363.43","False","False","True","45665","","Asian Art","1989","Fan mounted as an album leaf","明  佚名  樓閣江帆圖  團扇|Village and Temples in Jiangnan","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," "," ","Unidentified artist"," ","          ","          ","","","","early 15th century","1400","1433","Round fan mounted as an album leaf; ink, color, and gold on silk","Image: 9 9/16 x 10 3/16 in. (24.3 x 25.9 cm)","Bequest of John M. Crawford Jr., 1988","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45665","https://www.wikidata.org/wiki/Q78844252","","Metropolitan Museum of Art, New York, NY","Temples|Villages|Landscapes","http://vocab.getty.edu/page/aat/300007595|http://vocab.getty.edu/page/aat/300008372|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q44539|https://www.wikidata.org/wiki/Q532|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/DP153537.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153537.jpg","True","2025-09-07T16:20:36.946Z"
"23.33.3","False","False","True","45666","","Asian Art","1923","Fan mounted as an album leaf","明   佚名   瑤臺獻壽圖   扇|Paying homage to Xiwangmu, the Queen Mother of the West","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," ","Chinese, 15th century","Unidentified artist"," ","          ","          ","","","","15th century","1400","1499","Fan mounted as an album leaf; ink and color on silk","Image: 11 3/8 × 11 3/8 in. (28.9 × 28.9 cm)","Rogers Fund, 1923","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45666","https://www.wikidata.org/wiki/Q78844183","","Metropolitan Museum of Art, New York, NY","Tables|Men","http://vocab.getty.edu/page/aat/300039548|http://vocab.getty.edu/page/aat/300025928","https://www.wikidata.org/wiki/Q14748|https://www.wikidata.org/wiki/Q8441","https://images.metmuseum.org/CRDImages/as/original/DP153538.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153538.jpg","True","2025-09-07T16:20:39.159Z"
"1982.1.3","False","False","True","45667","","Asian Art","1982","Album leaf","明  佚名  貍奴芭蕉圖  冊頁|Frolicking Kittens under a Banana Tree","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," "," ","Unidentified artist"," ","          ","          ","","","","15th century","1400","1499","Album leaf; ink and color on silk","Image: 9 1/2 x 9 5/8 in. (24.1 x 24.4 cm)","Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45667","https://www.wikidata.org/wiki/Q78844112","","Metropolitan Museum of Art, New York, NY","Cats","http://vocab.getty.edu/page/aat/300265960","https://www.wikidata.org/wiki/Q146","https://images.metmuseum.org/CRDImages/as/original/DP153539.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153539.jpg","True","2025-09-07T16:20:41.346Z"
"1981.285.14","False","False","True","45668","","Asian Art","1981","Album leaf","明  佚名  犬戲圖  冊頁|Puppies Playing beside a Palm Tree and Garden Rock","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," ","Chinese, 15th century","Unidentified artist"," ","          ","          ","","","","15th century","1400","1499","Album leaf; ink and color on silk","Image: 8 15/16 x 8 1/2 in. (22.7 x 21.6 cm)","Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45668","https://www.wikidata.org/wiki/Q78844031","","Metropolitan Museum of Art, New York, NY","Dogs","http://vocab.getty.edu/page/aat/300265714","https://www.wikidata.org/wiki/Q144","https://images.metmuseum.org/CRDImages/as/original/DP153540.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153540.jpg","True","2025-09-07T16:20:43.576Z"
"1981.285.10","False","False","True","45669","","Asian Art","1981","Hanging scroll","明　周文靖　漁隱圖　軸|Rustic retreat among fishermen","China","Ming dynasty (1368–1644)","","","","1197","Artist"," ","Zhou Wenjing","Chinese, active ca. 1430–after 1463"," ","Zhou Wenjing"," ","1430      ","1463      ","","(not assigned)","https://www.wikidata.org/wiki/Q388717","15th century","1430","1499","Hanging scroll; ink and color on silk","Image: 35 15/16 x 16 1/2 in. (91.3 x 41.9 cm)
Overall with mounting: 79 1/2 x 21 5/16 in. (201.9 x 54.1 cm)
Overall with knobs: 79 1/2 x 23 1/8 in. (201.9 x 58.7 cm)","Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1981","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45669","https://www.wikidata.org/wiki/Q78843958","","Metropolitan Museum of Art, New York, NY","Fishing|Rivers|Boats","http://vocab.getty.edu/page/aat/300239470|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749","https://www.wikidata.org/wiki/Q14373|https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q35872","https://images.metmuseum.org/CRDImages/as/original/DP-17819-002.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP-17819-002.jpg","True","2025-09-07T16:20:45.867Z"
"47.18.130","False","False","True","45670","","Asian Art","1947","Hanging scroll","一鱖禾蟹圖|Flowers, fish, and crabs","China","Ming dynasty (1368–1644)","","","","1197","Artist"," ","Liu Jie","Chinese, active mid-16th century"," ","Liu Jie","Chinese","1534      ","1566      ","","","","mid-16th century","1534","1566","Hanging scroll; ink and color on silk","Image: 69 1/4 × 49 1/2 in. (175.9 × 125.7 cm)
Overall with knobs: 8 ft. 6 7/8 in. × 54 in. (261.3 × 137.2 cm)","From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45670","https://www.wikidata.org/wiki/Q78843890","","Metropolitan Museum of Art, New York, NY","Crabs|Fish|Flowers","http://vocab.getty.edu/page/aat/300249722|http://vocab.getty.edu/page/aat/300266085|http://vocab.getty.edu/page/aat/300132399","https://www.wikidata.org/wiki/Q16033394|https://www.wikidata.org/wiki/Q152|https://www.wikidata.org/wiki/Q506","https://images.metmuseum.org/CRDImages/as/original/DP-19134-002.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP-19134-002.jpg","True","2025-09-07T16:20:48.710Z"
"1982.1.5","False","False","True","45671","","Asian Art","1982","Hanging scroll","明   徐敬   嵗寒清白圖   軸|The Pure Whiteness of Winter","China","Ming dynasty (1368–1644)","","","","1197","Artist"," ","Xu Jing","Chinese, active first half 15th century"," ","Xu Jing","Chinese","1400      ","1450      ","","(not assigned)","https://www.wikidata.org/wiki/Q45361363","dated 1441","1441","1441","Hanging scroll; ink on silk","Image: 58 7/8 x 30 in. (149.5 x 76.2 cm)
Overall with mounting: 107 3/4 x 37 1/4 in. (273.7 x 94.6 cm)
Overall with knobs: 107 3/4 x 41 1/4 in. (273.7 x 104.8 cm)","Ex coll.: C. C. Wang Family, Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45671","https://www.wikidata.org/wiki/Q78843832","","Metropolitan Museum of Art, New York, NY","Trees|Winter","http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300133101","https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q1311","https://images.metmuseum.org/CRDImages/as/original/DP276260.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP276260.jpg","True","2025-09-07T16:20:50.962Z"
"14.76.1","False","False","True","45672","","Asian Art","1914","Hanging scroll","","China","Ming dynasty (1368–1644)","","","","119763750","Artist|Artist","Formerly Attributed to| ","Ma Liang|Unidentified artist","Chinese, 1280–1360| "," | ","Ma Liang|Unidentified artist","Chinese| ","1280      |          ","1360      |          ","|","|","|","","1368","1644","Hanging scroll; ink and color on silk","62 x 36 1/2 in. (157.5 x 92.7 cm)","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914
","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45672","https://www.wikidata.org/wiki/Q78843741","","Metropolitan Museum of Art, New York, NY","Men|Portraits","http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637","https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307","https://images.metmuseum.org/CRDImages/as/original/LC-14_76_1_002.jpg","https://images.metmuseum.org/CRDImages/as/web-large/LC-14_76_1_002.jpg","True","2025-09-07T16:20:53.150Z"
"1989.363.45","False","False","True","45673","","Asian Art","1989","Handscroll","明  佚名  舊傳李唐  四時山水圖  卷|The Four Seasons","China","Ming dynasty (1368–1644)","","","","116043750","Artist|Artist","Formerly attributed to| ","Li Tang|Unidentified artist","Chinese, ca. 1070s–ca. 1150s| "," |Chinese, active 15th century","Li Tang|Unidentified artist","Chinese| ","1070      |          ","1159      |          ","|","http://vocab.getty.edu/page/ulan/500321561|","https://www.wikidata.org/wiki/Q716331|","15th century","1400","1499","Handscroll; ink and color on silk","Image: 13 13/16 in. x 18 ft. 8 3/8 in. (35.1 x 569.9 cm)
Overall with mounting: 16 5/16 in. x 35 ft. 1/4 in. (41.4 x 1067.4 cm)","Bequest of John M. Crawford Jr., 1988","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45673","https://www.wikidata.org/wiki/Q78843662","","Metropolitan Museum of Art, New York, NY","Mountains|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/DP205315_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP205315_CRD.jpg","True","2025-09-07T16:20:55.500Z"
"13.220.18","False","False","True","45674","216","Asian Art","1913","Handscroll","明　佚名　舊傳夏珪　長江萬里圖　卷 (後半)|Second half of Ten Thousand Li of the Yangzi River","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," ",", fake signature of Xia Gui (active ca. 1195–1230)","Unidentified artist"," ","          ","          ","","","","late 15th century","1467","1499","Handscroll; ink and color on silk","Image: 23 3/8 in. × 16 ft. (59.4 × 487.7 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/45674","https://www.wikidata.org/wiki/Q78843580","","Metropolitan Museum of Art, New York, NY","Mountains|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/DP166155_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP166155_CRD.jpg","True","2025-09-07T16:20:58.263Z"
